,author_name,short_id,institution,share_pct,location,repec_institution_id,author_url,matched_author,match_score,matched_index
843,"Agundez Garcia, Ana",pag54,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/pag54.html,agundez garcia ana,81.08108108108108,35625
7612,"De Leonardis, Marco",pde1411,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pde1411.html,de leonardis marco,81.08108108108108,137297
9110,"Ferdinandusse, Marien Constantijn",pfe476,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pfe476.html,ferdinandusse marien,81.0,96244
19929,"Palaiodimos, Georgios Theofanis",ppa882,European Central Bank,50%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/ppa882.html,palaiodimos georgios,81.0,104571
2626,"Barnhardt, Sharon Marie",pba798,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pba798.html,arnon arie,81.0,64819
13688,"Kritikos, Alexander S.",pkr86,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pkr86.html,kritikos alexander s,80.95238095238095,131489
18806,"Notowidigdo, Matthew J.",pno182,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pno182.html,notowidigdo matthew,80.95238095238095,134305
3073,"Brunnermeier, Markus K.",pbr31,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pbr31.html,brunnermeier markus,80.95238095238095,35098
10627,"Guilloux-Nefussi, Sophie",pgu481,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pgu481.html,guilloux nefussi sophie,80.85106382978724,80955
10150,"Grossmann-Wirth, Vincent",pgr576,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pgr576.html,grossmann wirth vincent,80.85106382978724,81073
20085,"Pereira Dos Santos, Joao",ppe1032,Institute of Labor Economics (IZA),47%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/ppe1032.html,pereira dos santos joao,80.85106382978724,49938
28908,"Zachlod-Jelec, Magdalena",pza224,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pza224.html,zachlod jelec magdalena,80.85106382978724,54689
3836,"Buzzi, Maria Rosaria",pbu496,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pbu496.html,arifa,80.0,116182
22938,"Reif, Simon",pre501,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),99%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pre501.html,simon,80.0,139561
2591,"Barlevy, Gadi",pba129,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pba129.html,barlevy gadi,80.0,110842
3479,"Bunel, Simon",pbu528,Banque de France,44%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pbu528.html,simon,80.0,139561
2490,"Breda, Thomas",pbr415,Institute of Labor Economics (IZA),2%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbr415.html,breda thomas,80.0,134640
11594,"Henry, Jerome",phe16,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/phe16.html,henry jerome,80.0,100759
5072,"Chinn, Menzie",pch129,Banque de France,5%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/pch129.html,chinn menzie,80.0,109046
5112,"Chirinko, Bob",pch94,CESifo,50%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pch94.html,chirinko bob,80.0,33174
13595,"Kreisman, Daniel Michael",pkr219,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pkr219.html,daniel michael,80.0,134037
2774,"Broer, Tobias",pbr708,Paris School of Economics,85%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pbr708.html,broer tobias,80.0,49565
3758,"Beine, Michel",pbe272,Institute of Labor Economics (IZA),2%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbe272.html,beine michel,80.0,43472
3756,"Beine, Michel",pbe272,CESifo,2%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pbe272.html,beine michel,80.0,43472
2619,"Bricongne, Jean-Charles",pbr319,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pbr319.html,bricongne jean charles,80.0,115125
3524,"Burda, Michael Christopher",pbu123,Institute of Labor Economics (IZA),20%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pbu123.html,li christopher,80.0,34455
11904,"Harju, Jarkko",pha871,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pha871.html,harju jarkko,80.0,115623
24949,"Simola, Antti",psi893,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/psi893.html,simola antti,80.0,43683
3721,"Busch, Ulrike",pbu504,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pbu504.html,busch ulrike,80.0,104627
24758,"Schaller, Daria",psc985,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/psc985.html,arifa,80.0,116182
3178,"Blanco, Maria",pbl103,Joint Research Centre European Commission,5%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/pbl103.html,arifa,80.0,116182
28011,"Vroman, Susan",pvr5,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pvr5.html,vroman susan,80.0,130908
29194,"Zubanov, Nick",pzu30,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pzu30.html,zubanov nick,80.0,44196
23563,"Sette, Enrico",pse116,European Central Bank,99%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pse116.html,sette enrico,80.0,115154
23577,"Setzer, Ralph",pse321,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pse321.html,setzer ralph,80.0,86829
4171,"Coimbra, Nuno",pco812,Banque de France,50%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pco812.html,coimbra nuno,80.0,105028
10856,"Georges-Kot, Simon",pge254,Paris School of Economics,20%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pge254.html,simon,80.0,139561
18640,"Neumann, Dirk",pne218,Institute of Labor Economics (IZA),25%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pne218.html,neumann dirk,80.0,38141
8345,"Ferrer, Ana Maria",pfe123,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfe123.html,arifa,80.0,116182
18550,"Neri, Stefano",pne173,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/e/pne173.html,neri stefano,80.0,69042
18768,"Nargis, Nigar",pna679,Institute of Labor Economics (IZA),2%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pna679.html,nargis nigar,80.0,140030
16140,"Mackowiak, Bartosz",pma547,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pma547.html,antkowiak bartosz,80.0,28951
24713,"Streif, Frank",pst680,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),99%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pst680.html,streif frank,80.0,62812
1255,"Aksoy, Cevat Giray",pak156,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pak156.html,aksoy cevat giray,80.0,118802
24217,"Steger, Thomas Michael",pst103,CESifo,34%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pst103.html,thomas michael,80.0,122755
24239,"Stein, Ingrid",pst241,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pst241.html,stein ingrid,80.0,108321
28138,"Waelde, Klaus",pwl1,CESifo,4%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pwl1.html,waelde klaus,80.0,75878
28139,"Waelde, Klaus",pwl1,Institute of Labor Economics (IZA),4%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pwl1.html,waelde klaus,80.0,75878
8240,"Fafchamps, Marcel A",pfa2,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfa2.html,fafchamps marcel,80.0,44675
23925,"Saniter, Nils",psa1058,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/psa1058.html,saniter nils,80.0,19982
2761,"Bigoni, Maria",pbi134,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pbi134.html,bigoni maria,80.0,115266
4549,"Conte, Andrea",pco254,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pco254.html,conte andrea,80.0,120455
2664,"Briole, Simon",pbr762,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pbr762.html,briole simon,80.0,135805
23642,"Sgroi, Daniel",psg1,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/psg1.html,sgroi daniel,80.0,135877
25647,"Schwemmer, Alexander Horst",psc666,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,50%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/psc666.html,alexander,80.0,110899
3900,"Cezar, Rafael",pce118,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/pce118.html,cezar rafael,80.0,111470
3912,"Clark, Andrew",pcl8,Paris School of Economics,99%,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pcl8.html,clark andrew,80.0,32301
24615,"Signoretti, Federico Maria",psi422,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/psi422.html,arifa,80.0,116182
12328,"Ifrim, Adrian",pif7,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/e/pif7.html,ifrim adrian,80.0,113618
27532,"Vogel, Ursula",pvo189,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pvo189.html,vogel ursula,80.0,107661
5630,"Ciaian, Pavel",pci158,Joint Research Centre European Commission,91%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/pci158.html,ciaian pavel,80.0,118564
12431,"Ivaskaite-Tamosiune, Viginta",piv77,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/piv77.html,intal,80.0,37887
5642,"Cueva, Simon",pcu82,Paris School of Economics,50%,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pcu82.html,simon,80.0,139561
2100,"Ballatore, Rosario Maria",pba1270,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pba1270.html,arifa,80.0,116182
3480,"Bunel, Simon",pbu528,Paris School of Economics,44%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pbu528.html,simon,80.0,139561
12643,"Jessen, Jonas",pje189,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pje189.html,jessen jonas,80.0,131487
13788,"Kitous, Alban",pki471,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pki471.html,kitous alban,80.0,50390
2223,"Bradley, Jake",pbr675,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbr675.html,bradley jake,80.0,53508
11464,"Hornung, Erik",pho317,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pho317.html,hornung erik,80.0,132146
12641,"Jonkers, Koen",pjo435,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pjo435.html,jonkers koen,80.0,134496
26709,"Topa, Giorgio",pto149,Institute of Labor Economics (IZA),6%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pto149.html,topa giorgio,80.0,113701
27776,"Vannini, Ilaria",pva1011,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pva1011.html,arifa,80.0,116182
951,"Anand, Kartik",pan386,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pan386.html,anand kartik,80.0,108296
26850,"Urzi Brancati, Maria Cesira",pur68,Joint Research Centre European Commission,95%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/pur68.html,sidra,80.0,123711
11469,"Halla, Martin",pha188,Institute of Labor Economics (IZA),2%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pha188.html,halla martin,80.0,32719
12610,"Jensen, Peter",pje63,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pje63.html,jensen peter,80.0,139788
26865,"Unger, Robert",pun43,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/e/pun43.html,unger robert,80.0,91674
22410,"Riscado, Sara",pri386,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pri386.html,riscado sara,80.0,114058
27218,"Vega-Gonzalo, Maria",pve483,Joint Research Centre European Commission,50%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pve483.html,arifa,80.0,116182
28361,"Wochner, Timo",pwo340,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,50%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pwo340.html,wochner timo,80.0,45743
2489,"Breda, Thomas",pbr415,Paris School of Economics,98%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pbr415.html,breda thomas,80.0,134640
3913,"Clark, Andrew",pcl8,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pcl8.html,clark andrew,80.0,32301
3918,"Chadi, Adrian",pch1049,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pch1049.html,chadi adrian,80.0,108413
24487,"Siddique, Abu",psi621,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/psi621.html,siddique abu,80.0,126962
25625,"Slusky, David",psl81,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/psl81.html,slusky david,80.0,130507
13534,"Karadi, Peter",pka365,European Central Bank,93%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/pka365.html,karadi peter,80.0,110608
24412,"Sauer, Stefan",psa891,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/psa891.html,sauer stefan,80.0,25828
5142,"Casa, Massimo",pca1604,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pca1604.html,simon,80.0,139561
12858,"Jung, Alexander C.",pju126,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pju126.html,alexander,80.0,110899
22587,"Ravanos, Panagiotis",pra1194,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/pra1194.html,panos panagiotis,80.0,124406
5437,"Christev, Atanas",pch518,Institute of Labor Economics (IZA),50%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pch518.html,hristov atanas,80.0,86714
14014,"Kaufmann, Katja Maria",pka470,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pka470.html,arifa,80.0,116182
14016,"Kaufmann, Katja Maria",pka470,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pka470.html,arifa,80.0,116182
1989,"Bergin, Adele",pbe350,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbe350.html,bergin adele,80.0,111078
12689,"Jorra, Markus",pjo224,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pjo224.html,jorra markus,80.0,85457
27140,"Villetelle, Jean-Pierre",pvi306,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/pvi306.html,villetelle jean pierre,80.0,88269
1943,"Berger, Helge",pbe299,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,25%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pbe299.html,berger helge,80.0,92110
1942,"Berger, Helge",pbe299,CESifo,25%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pbe299.html,berger helge,80.0,92110
1327,"Bellani, Luna",pbe754,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pbe754.html,bellani luna,80.0,134757
18641,"Neumann, Dirk",pne218,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),25%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pne218.html,neumann dirk,80.0,38141
4434,"Compano, Ramon",pco780,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pco780.html,amron,80.0,127691
15091,"Lange, Martin",pze123,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),99%,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/e/pze123.html,lange martin,80.0,129355
9075,"Flores-Lagunes, Alfonso",pfl60,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pfl60.html,flores lagunes alfonso,80.0,103763
6399,"De Paola, Maria",pde254,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pde254.html,arifa,80.0,116182
6533,"Dorn, Florian",pdo451,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pdo451.html,dorn florian,80.0,116146
20900,"Prasad, Eswar",ppr1,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ppr1.html,prasad eswar,80.0,109618
20824,"Pfann, Gerard",ppf10,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/ppf10.html,pfann gerard,80.0,33254
20823,"Pfann, Gerard",ppf10,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ppf10.html,pfann gerard,80.0,33254
21169,"Proietti, Ilaria",ppr364,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/ppr364.html,arifa,80.0,116182
6421,"Danzer, Alexander M.",pda206,CESifo,5%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pda206.html,alexander,80.0,110899
20712,"Petrie, Ragan",ppe391,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/ppe391.html,petrie ragan,80.0,135996
754,"Agnese, Pablo",pag59,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pag59.html,agnese pablo,80.0,86360
14402,"Keramidas, Kimon",pke302,Joint Research Centre European Commission,50%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pke302.html,simon,80.0,139561
20676,"Potier, Vincent",ppo503,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/f/ppo503.html,boitier vincent,80.0,54241
6423,"Danzer, Alexander M.",pda206,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pda206.html,alexander,80.0,110899
20665,"Parisi, Laura",ppa1086,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/ppa1086.html,parisi laura,80.0,41062
21333,"Pavlova, Lora",ppa1560,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/ppa1560.html,pavlova lora,80.0,101389
22006,"Rosenbaum, Eckehard Friedrich",pro1071,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/f/pro1071.html,rosenbaum eckehard,80.0,70963
7226,"Diehl, Martin",pdi345,Deutsche Bundesbank,100,"Frankfurt, Germany",edi:dbbgvde,https://ideas.repec.org/f/pdi345.html,diehl martin,80.0,109511
17065,"Mansour, Hani",pma1113,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pma1113.html,mansour hani,80.0,69838
17693,"Meyler, Aidan",pme39,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/pme39.html,meyler aidan,80.0,112337
584,"Arrondel, Luc",par66,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/par66.html,arrondel luc,80.0,32453
21032,"Price, Joseph",ppr64,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/ppr64.html,price joseph,80.0,141455
11024,"Gutmann, Jerg",pgu526,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pgu526.html,gutmann jerg,80.0,46047
749,"Agnello, Luca",pag61,Banque de France,10%,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/pag61.html,agnello luca,80.0,109442
21745,"Roma, Giacomo",pro1152,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pro1152.html,roma giacomo,80.0,135699
15086,"Lange, Fabian",pla224,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pla224.html,lange fabian,80.0,115187
6077,"Del Sorbo, Maria",pde826,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pde826.html,arifa,80.0,116182
322,"Arciero, Luca",par227,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/par227.html,arciero luca,80.0,100768
14498,"Legrenzi, Gabriella Deborah",ple89,CESifo,50%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/ple89.html,legrenzi gabriella,80.0,100141
21414,"Pinna, Andrea",ppi154,European Central Bank,100,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/e/ppi154.html,pinna andrea,80.0,65744
11003,"Gevrek, Deniz",pge109,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pge109.html,gevrek deniz,80.0,139054
28404,"Weiss, Thomas",pwe260,CESifo,10%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pwe260.html,weiss thomas,80.0,61084
10990,"Gethin, Amory",pge297,Paris School of Economics,1%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/pge297.html,gethin amory,80.0,103469
6415,"Depew, Briggs",pde895,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pde895.html,depew briggs,80.0,58650
20586,"Paredes, Joan",ppa544,European Central Bank,50%,"Frankfurt am Main, Germany",edi:emieude,https://ideas.repec.org/f/ppa544.html,paredes joan,80.0,114264
21781,"Roman, Monica",pro360,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pro360.html,roman monica,80.0,19215
6953,"Dubecq, Simon",pdu191,Banque de France,100,"Paris, France",edi:bdfgvfr,https://ideas.repec.org/e/pdu191.html,dubecq simon,80.0,107272
236,"Alessi, Lucia",pal837,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pal837.html,alessi lucia,80.0,112132
22050,"Ricci, Mattia",pri508,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/pri508.html,ricci mattia,80.0,111279
14508,"Litsche, Simon",pli1021,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pli1021.html,simon,80.0,139561
7038,"De Bonis, Riccardo",pde592,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pde592.html,de bonis riccardo,80.0,18488
7179,"Dickson, Matt",pdi176,Institute of Labor Economics (IZA),10%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pdi176.html,dickson matt,80.0,148684
14270,"Koesler, Simon",pko429,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),100,"Mannheim, Germany",edi:zemande,https://ideas.repec.org/f/pko429.html,simon,80.0,139561
568,"Arranz Padilla, Maria",par631,Joint Research Centre European Commission,100,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/f/par631.html,arifa,80.0,116182
14605,"Leite Neves, David",ple880,Paris School of Economics,88%,"Paris, France",edi:eeparfr,https://ideas.repec.org/f/ple880.html,leite neves david,80.0,114926
15562,"Libertucci, Massimo",pli753,Banca d'Italia,100,"Roma, Italy",edi:bdigvit,https://ideas.repec.org/f/pli753.html,simon,80.0,139561
17881,"Mier, Mathias",pmi656,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pmi656.html,mier mathias,80.0,51613
18283,"Minale, Luigi",pmi622,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pmi622.html,minale luigi,80.0,16187
8483,"Fichtl, Anita",pfi242,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,100,"München, Germany",edi:ifooode,https://ideas.repec.org/f/pfi242.html,fichtl anita,80.0,131886
7331,"Degryse, Hans",pde418,CESifo,4%,"München, Germany",edi:cesifde,https://ideas.repec.org/f/pde418.html,degryse hans,80.0,34605
7336,"Dupuy, Arnaud",pdu61,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pdu61.html,dupuy arnaud,80.0,43473
19706,"Pittel, Karen",ppi239,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,90%,"München, Germany",edi:ifooode,https://ideas.repec.org/f/ppi239.html,pittel karen,80.0,15087
7660,"Erhart, Szilard",per60,Joint Research Centre European Commission,100,"Ispra, Italy",edi:eejrcit,https://ideas.repec.org/e/per60.html,erhart szila rd,80.0,64697
19567,"Orrenius, Pia",por73,Institute of Labor Economics (IZA),5%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/por73.html,orrenius pia,80.0,34604
28506,"Wolters, Maik",pwo153,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,5%,"München, Germany",edi:ifooode,https://ideas.repec.org/e/pwo153.html,wolters maik,80.0,82014
28868,"Yuksel, Mutlu",pyu97,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/e/pyu97.html,yuksel mutlu,80.0,147908
627,"Altmejd, Adam",pal1191,Institute of Labor Economics (IZA),1%,"Bonn, Germany",edi:izaaade,https://ideas.repec.org/f/pal1191.html,altmejd adam,80.0,32310
7863,"Efing, Matthias",pef18,CESifo,1%,"München, Germany",edi:cesifde,https://ideas.repec.org/e/pef18.html,finger matthias,80.0,100789
7864,"Espinosa, Maria",pes107,Joint Research Centre European Commission,90%,"Sevilla, Spain",edi:ipjrces,https://ideas.repec.org/e/pes107.html,arifa,80.0,116182
10919,"Gurgand, Marc",pgu99,Paris School of Economics,100,"Paris, France",edi:eeparfr,https://ideas.repec.org/e/pgu99.html,gurgand marc,80.0,135806
